ID,NAME,DATE,Regions,Crop_Type,LATITUDE,LONGITUDE,ELEVATION,PRCP_In,TAVG_F,TMAX_F,TMIN_F,Max_WS_Mph,Avg_WS_Mph,TSR_MJ/MM,Avg_TSR_MJ/MM,Max_RH_Prct,Min_RH_Prct,Avg_DewP_F,Total_Eva_In,Avg_Tot_Evap_in,Avg_4inST_F,Avg_8inST_F,HTDD Heating degree days,CLDD cooling degree day,Nrate_lbac,Nrate_kgha,Yield_buac,Yield_Mgha
11,BROWNSTOWN,2000,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.986666667,69.95,80.6,59.1,31.8,5.283333333,567.7216667,18.525,99.88333333,29.51666667,61.31666667,4.958333333,0.161666667,71.25,70.5,49.16666667,221,180,201.6,na,na
12,BROWNSTOWN,2000,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.986666667,69.95,80.6,59.1,31.8,5.283333333,567.7216667,18.525,99.88333333,29.51666667,61.31666667,4.958333333,0.161666667,71.25,70.5,49.16666667,221,225,252,na,na
13,BROWNSTOWN,2001,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.346666667,73.08333333,81.13333333,61.43333333,38.05,5.266666667,599.8066667,19.575,79.96666667,27,57.1,5.381666667,0.175,69.51666667,68.91666667,41,231.8333333,0,0,66.16,4.150431175
14,BROWNSTOWN,2001,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.346666667,73.08333333,81.13333333,61.43333333,38.05,5.266666667,599.8066667,19.575,79.96666667,27,57.1,5.381666667,0.175,69.51666667,68.91666667,41,231.8333333,45,50.4,95.28,5.977007937
15,BROWNSTOWN,2001,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.346666667,73.08333333,81.13333333,61.43333333,38.05,5.266666667,599.8066667,19.575,79.96666667,27,57.1,5.381666667,0.175,69.51666667,68.91666667,41,231.8333333,90,100.8,103.15,6.470553143
16,BROWNSTOWN,2001,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.346666667,73.08333333,81.13333333,61.43333333,38.05,5.266666667,599.8066667,19.575,79.96666667,27,57.1,5.381666667,0.175,69.51666667,68.91666667,41,231.8333333,135,151.2,129.83,8.144350603
17,BROWNSTOWN,2001,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.346666667,73.08333333,81.13333333,61.43333333,38.05,5.266666667,599.8066667,19.575,79.96666667,27,57.1,5.381666667,0.175,69.51666667,68.91666667,41,231.8333333,180,201.6,148.02,9.285289867
18,BROWNSTOWN,2001,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.346666667,73.08333333,81.13333333,61.43333333,38.05,5.266666667,599.8066667,19.575,79.96666667,27,57.1,5.381666667,0.175,69.51666667,68.91666667,41,231.8333333,225,252,147.73,9.267110667
19,BROWNSTOWN,2002,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.425,74.06666667,80.65,61.48333333,36.05,5.2,601.0166667,19.61166667,99.33333333,27.23333333,60.11666667,5.32,0.173333333,70.73333333,69.98333333,54,222.5,0,0,na,na
20,BROWNSTOWN,2002,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.425,74.06666667,80.65,61.48333333,36.05,5.2,601.0166667,19.61166667,99.33333333,27.23333333,60.11666667,5.32,0.173333333,70.73333333,69.98333333,54,222.5,45,50.4,na,na
21,BROWNSTOWN,2002,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.425,74.06666667,80.65,61.48333333,36.05,5.2,601.0166667,19.61166667,99.33333333,27.23333333,60.11666667,5.32,0.173333333,70.73333333,69.98333333,54,222.5,90,100.8,na,na
22,BROWNSTOWN,2002,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.425,74.06666667,80.65,61.48333333,36.05,5.2,601.0166667,19.61166667,99.33333333,27.23333333,60.11666667,5.32,0.173333333,70.73333333,69.98333333,54,222.5,135,151.2,na,na
23,BROWNSTOWN,2002,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.425,74.06666667,80.65,61.48333333,36.05,5.2,601.0166667,19.61166667,99.33333333,27.23333333,60.11666667,5.32,0.173333333,70.73333333,69.98333333,54,222.5,180,201.6,na,na
24,BROWNSTOWN,2002,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.425,74.06666667,80.65,61.48333333,36.05,5.2,601.0166667,19.61166667,99.33333333,27.23333333,60.11666667,5.32,0.173333333,70.73333333,69.98333333,54,222.5,225,252,na,na
25,BROWNSTOWN,2003,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.673333333,67.36666667,77.18333333,57.53333333,32.21666667,5.2,587.5666667,19.16333333,99.91666667,42.73333333,58.71666667,5.095,0.166666667,68.28333333,67.81666667,74.33333333,153.1666667,0,0,36.43,2.285259733
26,BROWNSTOWN,2003,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.673333333,67.36666667,77.18333333,57.53333333,32.21666667,5.2,587.5666667,19.16333333,99.91666667,42.73333333,58.71666667,5.095,0.166666667,68.28333333,67.81666667,74.33333333,153.1666667,45,50.4,56.66,3.554121138
27,BROWNSTOWN,2003,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.673333333,67.36666667,77.18333333,57.53333333,32.21666667,5.2,587.5666667,19.16333333,99.91666667,42.73333333,58.71666667,5.095,0.166666667,68.28333333,67.81666667,74.33333333,153.1666667,90,100.8,63.93,4.010110649
28,BROWNSTOWN,2003,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.673333333,67.36666667,77.18333333,57.53333333,32.21666667,5.2,587.5666667,19.16333333,99.91666667,42.73333333,58.71666667,5.095,0.166666667,68.28333333,67.81666667,74.33333333,153.1666667,135,151.2,71.95,4.513158013
29,BROWNSTOWN,2003,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.673333333,67.36666667,77.18333333,57.53333333,32.21666667,5.2,587.5666667,19.16333333,99.91666667,42.73333333,58.71666667,5.095,0.166666667,68.28333333,67.81666667,74.33333333,153.1666667,180,201.6,68.06,4.269572864
30,BROWNSTOWN,2003,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.673333333,67.36666667,77.18333333,57.53333333,32.21666667,5.2,587.5666667,19.16333333,99.91666667,42.73333333,58.71666667,5.095,0.166666667,68.28333333,67.81666667,74.33333333,153.1666667,225,252,77.23,4.844839849
31,BROWNSTOWN,2004,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.235,68.78333333,78,59.56666667,32.98333333,5.183333333,585.79,19.13,97.58333333,24.43333333,57.33333333,5.083333333,0.168333333,68.31666667,67.96666667,64.33333333,169.3333333,0,0,102.19,6.410339235
32,BROWNSTOWN,2004,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.235,68.78333333,78,59.56666667,32.98333333,5.183333333,585.79,19.13,97.58333333,24.43333333,57.33333333,5.083333333,0.168333333,68.31666667,67.96666667,64.33333333,169.3333333,45,50.4,176.58,11.07702652
33,BROWNSTOWN,2004,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.235,68.78333333,78,59.56666667,32.98333333,5.183333333,585.79,19.13,97.58333333,24.43333333,57.33333333,5.083333333,0.168333333,68.31666667,67.96666667,64.33333333,169.3333333,90,100.8,187.62,11.76962433
34,BROWNSTOWN,2004,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.235,68.78333333,78,59.56666667,32.98333333,5.183333333,585.79,19.13,97.58333333,24.43333333,57.33333333,5.083333333,0.168333333,68.31666667,67.96666667,64.33333333,169.3333333,135,151.2,206.04,12.92482371
35,BROWNSTOWN,2004,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.235,68.78333333,78,59.56666667,32.98333333,5.183333333,585.79,19.13,97.58333333,24.43333333,57.33333333,5.083333333,0.168333333,68.31666667,67.96666667,64.33333333,169.3333333,180,201.6,208.11,13.05473796
36,BROWNSTOWN,2004,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,4.235,68.78333333,78,59.56666667,32.98333333,5.183333333,585.79,19.13,97.58333333,24.43333333,57.33333333,5.083333333,0.168333333,68.31666667,67.96666667,64.33333333,169.3333333,225,252,195.87,12.28718806
37,BROWNSTOWN,2005,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,2.223333333,69.73333333,79.26666667,60.16666667,36.78333333,4.916666667,615.03,20.06,97.93333333,21.56666667,57.4,5.445,0.18,70.01666667,70.23333333,86.83333333,221.3333333,0,0,77.44,4.857698032
38,BROWNSTOWN,2005,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,2.223333333,69.73333333,79.26666667,60.16666667,36.78333333,4.916666667,615.03,20.06,97.93333333,21.56666667,57.4,5.445,0.18,70.01666667,70.23333333,86.83333333,221.3333333,45,50.4,89.83,5.635348127
39,BROWNSTOWN,2005,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,2.223333333,69.73333333,79.26666667,60.16666667,36.78333333,4.916666667,615.03,20.06,97.93333333,21.56666667,57.4,5.445,0.18,70.01666667,70.23333333,86.83333333,221.3333333,90,100.8,86,5.395013206
40,BROWNSTOWN,2005,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,2.223333333,69.73333333,79.26666667,60.16666667,36.78333333,4.916666667,615.03,20.06,97.93333333,21.56666667,57.4,5.445,0.18,70.01666667,70.23333333,86.83333333,221.3333333,135,151.2,92.57,5.807103302
41,BROWNSTOWN,2005,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,2.223333333,69.73333333,79.26666667,60.16666667,36.78333333,4.916666667,615.03,20.06,97.93333333,21.56666667,57.4,5.445,0.18,70.01666667,70.23333333,86.83333333,221.3333333,180,201.6,89.32,5.603324381
42,BROWNSTOWN,2005,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,2.223333333,69.73333333,79.26666667,60.16666667,36.78333333,4.916666667,615.03,20.06,97.93333333,21.56666667,57.4,5.445,0.18,70.01666667,70.23333333,86.83333333,221.3333333,225,252,92.78,5.819931619
43,BROWNSTOWN,2006,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.895,68.16666667,76.35,59.95,34.58333333,5.283333333,572.315,18.66833333,98.45,22.61666667,56.65,4.98,0.163333333,68.45,67.91666667,99.5,199.8333333,0,0,67.28,4.22017932
44,BROWNSTOWN,2006,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.895,68.16666667,76.35,59.95,34.58333333,5.283333333,572.315,18.66833333,98.45,22.61666667,56.65,4.98,0.163333333,68.45,67.91666667,99.5,199.8333333,45,50.4,97.14,6.093550027
45,BROWNSTOWN,2006,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.895,68.16666667,76.35,59.95,34.58333333,5.283333333,572.315,18.66833333,98.45,22.61666667,56.65,4.98,0.163333333,68.45,67.91666667,99.5,199.8333333,90,100.8,90,5.645633006
46,BROWNSTOWN,2006,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.895,68.16666667,76.35,59.95,34.58333333,5.283333333,572.315,18.66833333,98.45,22.61666667,56.65,4.98,0.163333333,68.45,67.91666667,99.5,199.8333333,135,151.2,97.81,6.135934456
47,BROWNSTOWN,2006,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.895,68.16666667,76.35,59.95,34.58333333,5.283333333,572.315,18.66833333,98.45,22.61666667,56.65,4.98,0.163333333,68.45,67.91666667,99.5,199.8333333,180,201.6,107.03,6.713979269
48,BROWNSTOWN,2006,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.895,68.16666667,76.35,59.95,34.58333333,5.283333333,572.315,18.66833333,98.45,22.61666667,56.65,4.98,0.163333333,68.45,67.91666667,99.5,199.8333333,225,252,102.11,6.405400776
49,BROWNSTOWN,2007,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.025,72.5,83.2,61.81666667,37.23333333,4.9,615.8133333,20.08666667,98.11666667,22.5,58.45,5.521666667,0.18,70.31666667,70.53333333,42.16666667,264.8333333,0,0,102.2,6.409579429
50,BROWNSTOWN,2007,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.025,72.5,83.2,61.81666667,37.23333333,4.9,615.8133333,20.08666667,98.11666667,22.5,58.45,5.521666667,0.18,70.31666667,70.53333333,42.16666667,264.8333333,45,50.4,151,9.471540413
51,BROWNSTOWN,2007,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.025,72.5,83.2,61.81666667,37.23333333,4.9,615.8133333,20.08666667,98.11666667,22.5,58.45,5.521666667,0.18,70.31666667,70.53333333,42.16666667,264.8333333,90,100.8,134.8,8.457970032
52,BROWNSTOWN,2007,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.025,72.5,83.2,61.81666667,37.23333333,4.9,615.8133333,20.08666667,98.11666667,22.5,58.45,5.521666667,0.18,70.31666667,70.53333333,42.16666667,264.8333333,135,151.2,164.1,10.29179997
53,BROWNSTOWN,2007,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.025,72.5,83.2,61.81666667,37.23333333,4.9,615.8133333,20.08666667,98.11666667,22.5,58.45,5.521666667,0.18,70.31666667,70.53333333,42.16666667,264.8333333,180,201.6,163.2,10.2354526
54,BROWNSTOWN,2007,Southern Illinois,Corn_Soybean,38.95444,-88.95833,161.5,3.025,72.5,83.2,61.81666667,37.23333333,4.9,615.8133333,20.08666667,98.11666667,22.5,58.45,5.521666667,0.18,70.31666667,70.53333333,42.16666667,264.8333333,225,252,152.9,9.588994794
55,DE KALB,1999,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.225,65.35,76.05,54.61666667,35.68333333,7.766666667,586.5416667,19.13666667,96.18333333,31.16666667,57.01666667,5.103333333,0.165,64.93333333,64.96666667,128.5,138.5,0,0,110.7,6.944228571
56,DE KALB,1999,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.225,65.35,76.05,54.61666667,35.68333333,7.766666667,586.5416667,19.13666667,96.18333333,31.16666667,57.01666667,5.103333333,0.165,64.93333333,64.96666667,128.5,138.5,45,50.4,136.8,8.581485714
57,DE KALB,1999,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.225,65.35,76.05,54.61666667,35.68333333,7.766666667,586.5416667,19.13666667,96.18333333,31.16666667,57.01666667,5.103333333,0.165,64.93333333,64.96666667,128.5,138.5,90,100.8,157.3,9.867453968
58,DE KALB,1999,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.225,65.35,76.05,54.61666667,35.68333333,7.766666667,586.5416667,19.13666667,96.18333333,31.16666667,57.01666667,5.103333333,0.165,64.93333333,64.96666667,128.5,138.5,135,151.2,168.4,10.56375873
59,DE KALB,1999,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.225,65.35,76.05,54.61666667,35.68333333,7.766666667,586.5416667,19.13666667,96.18333333,31.16666667,57.01666667,5.103333333,0.165,64.93333333,64.96666667,128.5,138.5,180,201.6,171.6,10.76449524
60,DE KALB,1999,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.225,65.35,76.05,54.61666667,35.68333333,7.766666667,586.5416667,19.13666667,96.18333333,31.16666667,57.01666667,5.103333333,0.165,64.93333333,64.96666667,128.5,138.5,225,252,189.2,11.86854603
61,DE KALB,2000,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.088333333,64.96666667,75.51666667,54.46666667,37.76666667,7.483333333,549.25,17.92166667,98.11666667,31.73333333,57,4.685,0.151666667,65.26666667,64.85,115.1666667,102,0,0,88.68,5.562910476
62,DE KALB,2000,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.088333333,64.96666667,75.51666667,54.46666667,37.76666667,7.483333333,549.25,17.92166667,98.11666667,31.73333333,57,4.685,0.151666667,65.26666667,64.85,115.1666667,102,45,50.4,138.44,8.684363175
63,DE KALB,2000,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.088333333,64.96666667,75.51666667,54.46666667,37.76666667,7.483333333,549.25,17.92166667,98.11666667,31.73333333,57,4.685,0.151666667,65.26666667,64.85,115.1666667,102,90,100.8,166.47,10.44268952
64,DE KALB,2000,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.088333333,64.96666667,75.51666667,54.46666667,37.76666667,7.483333333,549.25,17.92166667,98.11666667,31.73333333,57,4.685,0.151666667,65.26666667,64.85,115.1666667,102,135,151.2,177.83,11.15530413
65,DE KALB,2000,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.088333333,64.96666667,75.51666667,54.46666667,37.76666667,7.483333333,549.25,17.92166667,98.11666667,31.73333333,57,4.685,0.151666667,65.26666667,64.85,115.1666667,102,180,201.6,174.11,10.92194794
66,DE KALB,2000,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.088333333,64.96666667,75.51666667,54.46666667,37.76666667,7.483333333,549.25,17.92166667,98.11666667,31.73333333,57,4.685,0.151666667,65.26666667,64.85,115.1666667,102,225,252,162.37,10.18549587
67,DE KALB,2001,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.211666667,64.68333333,74.88333333,54.53333333,36.76666667,7.316666667,554.6866667,18.095,99.63333333,29.58333333,55.16666667,4.718333333,0.155,65.65,64.86666667,144.6666667,138.5,0,0,114.33,7.172095873
68,DE KALB,2001,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.211666667,64.68333333,74.88333333,54.53333333,36.76666667,7.316666667,554.6866667,18.095,99.63333333,29.58333333,55.16666667,4.718333333,0.155,65.65,64.86666667,144.6666667,138.5,45,50.4,154.15,9.669540317
69,DE KALB,2001,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.211666667,64.68333333,74.88333333,54.53333333,36.76666667,7.316666667,554.6866667,18.095,99.63333333,29.58333333,55.16666667,4.718333333,0.155,65.65,64.86666667,144.6666667,138.5,90,100.8,174.05,10.91787048
70,DE KALB,2001,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.211666667,64.68333333,74.88333333,54.53333333,36.76666667,7.316666667,554.6866667,18.095,99.63333333,29.58333333,55.16666667,4.718333333,0.155,65.65,64.86666667,144.6666667,138.5,135,151.2,167.19,10.48801206
71,DE KALB,2001,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.211666667,64.68333333,74.88333333,54.53333333,36.76666667,7.316666667,554.6866667,18.095,99.63333333,29.58333333,55.16666667,4.718333333,0.155,65.65,64.86666667,144.6666667,138.5,180,201.6,177.68,11.14605143
72,DE KALB,2001,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.211666667,64.68333333,74.88333333,54.53333333,36.76666667,7.316666667,554.6866667,18.095,99.63333333,29.58333333,55.16666667,4.718333333,0.155,65.65,64.86666667,144.6666667,138.5,225,252,180.07,11.29550603
73,DE KALB,2002,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.643333333,65.25,75.41666667,55.11666667,35.26666667,7.116666667,574.375,18.73666667,97.93333333,28.51666667,57.38333333,4.998333333,0.161666667,68.25,65.5,158.1666667,164.3333333,0,0,89.26,5.59960614
74,DE KALB,2002,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.643333333,65.25,75.41666667,55.11666667,35.26666667,7.116666667,574.375,18.73666667,97.93333333,28.51666667,57.38333333,4.998333333,0.161666667,68.25,65.5,158.1666667,164.3333333,45,50.4,130.55,8.189360778
75,DE KALB,2002,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.643333333,65.25,75.41666667,55.11666667,35.26666667,7.116666667,574.375,18.73666667,97.93333333,28.51666667,57.38333333,4.998333333,0.161666667,68.25,65.5,158.1666667,164.3333333,90,100.8,155.83,9.775246737
76,DE KALB,2002,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.643333333,65.25,75.41666667,55.11666667,35.26666667,7.116666667,574.375,18.73666667,97.93333333,28.51666667,57.38333333,4.998333333,0.161666667,68.25,65.5,158.1666667,164.3333333,135,151.2,163.2,10.2372779
77,DE KALB,2002,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.643333333,65.25,75.41666667,55.11666667,35.26666667,7.116666667,574.375,18.73666667,97.93333333,28.51666667,57.38333333,4.998333333,0.161666667,68.25,65.5,158.1666667,164.3333333,180,201.6,164.31,10.30729574
78,DE KALB,2002,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.643333333,65.25,75.41666667,55.11666667,35.26666667,7.116666667,574.375,18.73666667,97.93333333,28.51666667,57.38333333,4.998333333,0.161666667,68.25,65.5,158.1666667,164.3333333,225,252,170.81,10.7149449
79,DE KALB,2003,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.356666667,62.1,72.28333333,51.9,43.7,7.5,565.915,18.45833333,98.56666667,29.55,56.43333333,4.861666667,0.158333333,65.66666667,64.38333333,201.1666667,112.8333333,0,0,169.94,10.66029097
80,DE KALB,2003,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.356666667,62.1,72.28333333,51.9,43.7,7.5,565.915,18.45833333,98.56666667,29.55,56.43333333,4.861666667,0.158333333,65.66666667,64.38333333,201.1666667,112.8333333,45,50.4,202.8,12.72190152
81,DE KALB,2003,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.356666667,62.1,72.28333333,51.9,43.7,7.5,565.915,18.45833333,98.56666667,29.55,56.43333333,4.861666667,0.158333333,65.66666667,64.38333333,201.1666667,112.8333333,90,100.8,206.39,12.94682659
82,DE KALB,2003,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.356666667,62.1,72.28333333,51.9,43.7,7.5,565.915,18.45833333,98.56666667,29.55,56.43333333,4.861666667,0.158333333,65.66666667,64.38333333,201.1666667,112.8333333,135,151.2,206.38,12.94632167
83,DE KALB,2003,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.356666667,62.1,72.28333333,51.9,43.7,7.5,565.915,18.45833333,98.56666667,29.55,56.43333333,4.861666667,0.158333333,65.66666667,64.38333333,201.1666667,112.8333333,180,201.6,207.54,13.0190859
84,DE KALB,2003,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.356666667,62.1,72.28333333,51.9,43.7,7.5,565.915,18.45833333,98.56666667,29.55,56.43333333,4.861666667,0.158333333,65.66666667,64.38333333,201.1666667,112.8333333,225,252,212.07,13.30311984
85,DE KALB,2004,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.016666667,63.56666667,74.06666667,53.1,44.76666667,7.166666667,559.4116667,18.27,99.3,28.71666667,56.8,4.73,0.155,64.75,66.38333333,125.3333333,81,0,0,100.53,6.306317084
86,DE KALB,2004,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.016666667,63.56666667,74.06666667,53.1,44.76666667,7.166666667,559.4116667,18.27,99.3,28.71666667,56.8,4.73,0.155,64.75,66.38333333,125.3333333,81,45,50.4,141.19,8.857092003
87,DE KALB,2004,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.016666667,63.56666667,74.06666667,53.1,44.76666667,7.166666667,559.4116667,18.27,99.3,28.71666667,56.8,4.73,0.155,64.75,66.38333333,125.3333333,81,90,100.8,171.85,10.78001591
88,DE KALB,2004,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.016666667,63.56666667,74.06666667,53.1,44.76666667,7.166666667,559.4116667,18.27,99.3,28.71666667,56.8,4.73,0.155,64.75,66.38333333,125.3333333,81,135,151.2,189.35,11.87772227
89,DE KALB,2004,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.016666667,63.56666667,74.06666667,53.1,44.76666667,7.166666667,559.4116667,18.27,99.3,28.71666667,56.8,4.73,0.155,64.75,66.38333333,125.3333333,81,180,201.6,198.7,12.4645032
