ID,NAME,DATE,Regions,Crop_Type,LATITUDE,LONGITUDE,ELEVATION,Map_unit_code,Soil pH,SOM,ECE,AWC,HC,PRCP_In,TAVG_F,TMAX_F,TMIN_F,Max_WS_Mph,Avg_WS_Mph,TSR_MJ/MM,Avg_TSR_MJ/MM,Max_RH_Prct,Min_RH_Prct,Avg_DewP_F,Total_Eva_In,Avg_Tot_Evap_in,Avg_4inST_F,Avg_8inST_F,HTDD Heating degree days,CLDD cooling degree day,Nrate_lbac,Nrate_kgha,Yield_buac,Yield_Mgha
11,BROWNSTOWN,2000,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.986666667,69.95,80.6,59.1,31.8,5.283333333,567.7216667,18.525,99.88333333,29.51666667,61.31666667,4.958333333,0.161666667,71.25,70.5,49.16666667,221,180,201.6,85.1,5.338419551
12,BROWNSTOWN,2000,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.986666667,69.95,80.6,59.1,31.8,5.283333333,567.7216667,18.525,99.88333333,29.51666667,61.31666667,4.958333333,0.161666667,71.25,70.5,49.16666667,221,225,252,102.89,6.454306133
13,BROWNSTOWN,2001,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.346666667,73.08333333,81.13333333,61.43333333,38.05,5.266666667,599.8066667,19.575,79.96666667,27,57.1,5.381666667,0.175,69.51666667,68.91666667,41,231.8333333,0,0,31.13,1.953025088
14,BROWNSTOWN,2001,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.346666667,73.08333333,81.13333333,61.43333333,38.05,5.266666667,599.8066667,19.575,79.96666667,27,57.1,5.381666667,0.175,69.51666667,68.91666667,41,231.8333333,45,50.4,71.81,4.504621353
15,BROWNSTOWN,2001,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.346666667,73.08333333,81.13333333,61.43333333,38.05,5.266666667,599.8066667,19.575,79.96666667,27,57.1,5.381666667,0.175,69.51666667,68.91666667,41,231.8333333,90,100.8,100.14,6.282096091
16,BROWNSTOWN,2001,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.346666667,73.08333333,81.13333333,61.43333333,38.05,5.266666667,599.8066667,19.575,79.96666667,27,57.1,5.381666667,0.175,69.51666667,68.91666667,41,231.8333333,135,151.2,118.42,7.428662254
17,BROWNSTOWN,2001,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.346666667,73.08333333,81.13333333,61.43333333,38.05,5.266666667,599.8066667,19.575,79.96666667,27,57.1,5.381666667,0.175,69.51666667,68.91666667,41,231.8333333,180,201.6,134.18,8.417310449
18,BROWNSTOWN,2001,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.346666667,73.08333333,81.13333333,61.43333333,38.05,5.266666667,599.8066667,19.575,79.96666667,27,57.1,5.381666667,0.175,69.51666667,68.91666667,41,231.8333333,225,252,135.29,8.487014132
19,BROWNSTOWN,2002,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.425,74.06666667,80.65,61.48333333,36.05,5.2,601.0166667,19.61166667,99.33333333,27.23333333,60.11666667,5.32,0.173333333,70.73333333,69.98333333,54,222.5,0,0,0,0
20,BROWNSTOWN,2002,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.425,74.06666667,80.65,61.48333333,36.05,5.2,601.0166667,19.61166667,99.33333333,27.23333333,60.11666667,5.32,0.173333333,70.73333333,69.98333333,54,222.5,45,50.4,0,0
21,BROWNSTOWN,2002,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.425,74.06666667,80.65,61.48333333,36.05,5.2,601.0166667,19.61166667,99.33333333,27.23333333,60.11666667,5.32,0.173333333,70.73333333,69.98333333,54,222.5,90,100.8,0,0
22,BROWNSTOWN,2002,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.425,74.06666667,80.65,61.48333333,36.05,5.2,601.0166667,19.61166667,99.33333333,27.23333333,60.11666667,5.32,0.173333333,70.73333333,69.98333333,54,222.5,135,151.2,0,0
23,BROWNSTOWN,2002,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.425,74.06666667,80.65,61.48333333,36.05,5.2,601.0166667,19.61166667,99.33333333,27.23333333,60.11666667,5.32,0.173333333,70.73333333,69.98333333,54,222.5,180,201.6,0,0
24,BROWNSTOWN,2002,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.425,74.06666667,80.65,61.48333333,36.05,5.2,601.0166667,19.61166667,99.33333333,27.23333333,60.11666667,5.32,0.173333333,70.73333333,69.98333333,54,222.5,225,252,0,0
25,BROWNSTOWN,2003,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.673333333,67.36666667,77.18333333,57.53333333,32.21666667,5.2,587.5666667,19.16333333,99.91666667,42.73333333,58.71666667,5.095,0.166666667,68.28333333,67.81666667,74.33333333,153.1666667,0,0,15.44,0.968577757
26,BROWNSTOWN,2003,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.673333333,67.36666667,77.18333333,57.53333333,32.21666667,5.2,587.5666667,19.16333333,99.91666667,42.73333333,58.71666667,5.095,0.166666667,68.28333333,67.81666667,74.33333333,153.1666667,45,50.4,51.29,3.217123999
27,BROWNSTOWN,2003,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.673333333,67.36666667,77.18333333,57.53333333,32.21666667,5.2,587.5666667,19.16333333,99.91666667,42.73333333,58.71666667,5.095,0.166666667,68.28333333,67.81666667,74.33333333,153.1666667,90,100.8,46.36,2.908206751
28,BROWNSTOWN,2003,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.673333333,67.36666667,77.18333333,57.53333333,32.21666667,5.2,587.5666667,19.16333333,99.91666667,42.73333333,58.71666667,5.095,0.166666667,68.28333333,67.81666667,74.33333333,153.1666667,135,151.2,50.04,3.138797844
29,BROWNSTOWN,2003,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.673333333,67.36666667,77.18333333,57.53333333,32.21666667,5.2,587.5666667,19.16333333,99.91666667,42.73333333,58.71666667,5.095,0.166666667,68.28333333,67.81666667,74.33333333,153.1666667,180,201.6,52.32,3.281841061
30,BROWNSTOWN,2003,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.673333333,67.36666667,77.18333333,57.53333333,32.21666667,5.2,587.5666667,19.16333333,99.91666667,42.73333333,58.71666667,5.095,0.166666667,68.28333333,67.81666667,74.33333333,153.1666667,225,252,61.25,3.842205284
31,BROWNSTOWN,2004,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.235,68.78333333,78,59.56666667,32.98333333,5.183333333,585.79,19.13,97.58333333,24.43333333,57.33333333,5.083333333,0.168333333,68.31666667,67.96666667,64.33333333,169.3333333,0,0,51.21,3.212611907
32,BROWNSTOWN,2004,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.235,68.78333333,78,59.56666667,32.98333333,5.183333333,585.79,19.13,97.58333333,24.43333333,57.33333333,5.083333333,0.168333333,68.31666667,67.96666667,64.33333333,169.3333333,45,50.4,138.96,8.717162008
33,BROWNSTOWN,2004,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.235,68.78333333,78,59.56666667,32.98333333,5.183333333,585.79,19.13,97.58333333,24.43333333,57.33333333,5.083333333,0.168333333,68.31666667,67.96666667,64.33333333,169.3333333,90,100.8,157.83,9.900870315
34,BROWNSTOWN,2004,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.235,68.78333333,78,59.56666667,32.98333333,5.183333333,585.79,19.13,97.58333333,24.43333333,57.33333333,5.083333333,0.168333333,68.31666667,67.96666667,64.33333333,169.3333333,135,151.2,143.38,8.994269105
35,BROWNSTOWN,2004,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.235,68.78333333,78,59.56666667,32.98333333,5.183333333,585.79,19.13,97.58333333,24.43333333,57.33333333,5.083333333,0.168333333,68.31666667,67.96666667,64.33333333,169.3333333,180,201.6,153.3,9.616415681
36,BROWNSTOWN,2004,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,4.235,68.78333333,78,59.56666667,32.98333333,5.183333333,585.79,19.13,97.58333333,24.43333333,57.33333333,5.083333333,0.168333333,68.31666667,67.96666667,64.33333333,169.3333333,225,252,183.74,11.52579624
37,BROWNSTOWN,2005,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,2.223333333,69.73333333,79.26666667,60.16666667,36.78333333,4.916666667,615.03,20.06,97.93333333,21.56666667,57.4,5.445,0.18,70.01666667,70.23333333,86.83333333,221.3333333,0,0,56.01,3.513767126
38,BROWNSTOWN,2005,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,2.223333333,69.73333333,79.26666667,60.16666667,36.78333333,4.916666667,615.03,20.06,97.93333333,21.56666667,57.4,5.445,0.18,70.01666667,70.23333333,86.83333333,221.3333333,45,50.4,69.61,4.36659932
39,BROWNSTOWN,2005,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,2.223333333,69.73333333,79.26666667,60.16666667,36.78333333,4.916666667,615.03,20.06,97.93333333,21.56666667,57.4,5.445,0.18,70.01666667,70.23333333,86.83333333,221.3333333,90,100.8,75.55,4.739153735
40,BROWNSTOWN,2005,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,2.223333333,69.73333333,79.26666667,60.16666667,36.78333333,4.916666667,615.03,20.06,97.93333333,21.56666667,57.4,5.445,0.18,70.01666667,70.23333333,86.83333333,221.3333333,135,151.2,73.57,4.615308718
41,BROWNSTOWN,2005,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,2.223333333,69.73333333,79.26666667,60.16666667,36.78333333,4.916666667,615.03,20.06,97.93333333,21.56666667,57.4,5.445,0.18,70.01666667,70.23333333,86.83333333,221.3333333,180,201.6,81.46,5.109873292
42,BROWNSTOWN,2005,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,2.223333333,69.73333333,79.26666667,60.16666667,36.78333333,4.916666667,615.03,20.06,97.93333333,21.56666667,57.4,5.445,0.18,70.01666667,70.23333333,86.83333333,221.3333333,225,252,86.51,5.426644912
43,BROWNSTOWN,2006,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.895,68.16666667,76.35,59.95,34.58333333,5.283333333,572.315,18.66833333,98.45,22.61666667,56.65,4.98,0.163333333,68.45,67.91666667,99.5,199.8333333,0,0,46.2,2.899613762
44,BROWNSTOWN,2006,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.895,68.16666667,76.35,59.95,34.58333333,5.283333333,572.315,18.66833333,98.45,22.61666667,56.65,4.98,0.163333333,68.45,67.91666667,99.5,199.8333333,45,50.4,94.2,5.907890163
45,BROWNSTOWN,2006,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.895,68.16666667,76.35,59.95,34.58333333,5.283333333,572.315,18.66833333,98.45,22.61666667,56.65,4.98,0.163333333,68.45,67.91666667,99.5,199.8333333,90,100.8,103.6,6.498392406
46,BROWNSTOWN,2006,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.895,68.16666667,76.35,59.95,34.58333333,5.283333333,572.315,18.66833333,98.45,22.61666667,56.65,4.98,0.163333333,68.45,67.91666667,99.5,199.8333333,135,151.2,96.2,6.035151724
47,BROWNSTOWN,2006,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.895,68.16666667,76.35,59.95,34.58333333,5.283333333,572.315,18.66833333,98.45,22.61666667,56.65,4.98,0.163333333,68.45,67.91666667,99.5,199.8333333,180,201.6,104.2,6.533689455
48,BROWNSTOWN,2006,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.895,68.16666667,76.35,59.95,34.58333333,5.283333333,572.315,18.66833333,98.45,22.61666667,56.65,4.98,0.163333333,68.45,67.91666667,99.5,199.8333333,225,252,93.2,5.849443712
49,BROWNSTOWN,2007,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.025,72.5,83.2,61.81666667,37.23333333,4.9,615.8133333,20.08666667,98.11666667,22.5,58.45,5.521666667,0.18,70.31666667,70.53333333,42.16666667,264.8333333,0,0,50.2,3.147172077
50,BROWNSTOWN,2007,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.025,72.5,83.2,61.81666667,37.23333333,4.9,615.8133333,20.08666667,98.11666667,22.5,58.45,5.521666667,0.18,70.31666667,70.53333333,42.16666667,264.8333333,45,50.4,106.6,6.688022949
51,BROWNSTOWN,2007,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.025,72.5,83.2,61.81666667,37.23333333,4.9,615.8133333,20.08666667,98.11666667,22.5,58.45,5.521666667,0.18,70.31666667,70.53333333,42.16666667,264.8333333,90,100.8,133.4,8.370132163
52,BROWNSTOWN,2007,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.025,72.5,83.2,61.81666667,37.23333333,4.9,615.8133333,20.08666667,98.11666667,22.5,58.45,5.521666667,0.18,70.31666667,70.53333333,42.16666667,264.8333333,135,151.2,150.8,9.461095882
53,BROWNSTOWN,2007,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,2,6.2,1.74,0.2,0.22,9.17,3.025,72.5,83.2,61.81666667,37.23333333,4.9,615.8133333,20.08666667,98.11666667,22.5,58.45,5.521666667,0.18,70.31666667,70.53333333,42.16666667,264.8333333,180,201.6,168.2,10.55410617
54,BROWNSTOWN,2007,Southern Illinois,Corn_Corn,38.95444,-88.95833,161.5,1,6.2,1.74,0.2,0.22,9.17,3.025,72.5,83.2,61.81666667,37.23333333,4.9,615.8133333,20.08666667,98.11666667,22.5,58.45,5.521666667,0.18,70.31666667,70.53333333,42.16666667,264.8333333,225,252,160.5,10.07051154
55,DE KALB,1999,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.225,65.35,76.05,54.61666667,35.68333333,7.766666667,586.5416667,19.13666667,96.18333333,31.16666667,57.01666667,5.103333333,0.165,64.93333333,64.96666667,128.5,138.5,0,0,61.4,3.851631746
56,DE KALB,1999,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.225,65.35,76.05,54.61666667,35.68333333,7.766666667,586.5416667,19.13666667,96.18333333,31.16666667,57.01666667,5.103333333,0.165,64.93333333,64.96666667,128.5,138.5,45,50.4,83.9,5.263060317
57,DE KALB,1999,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.225,65.35,76.05,54.61666667,35.68333333,7.766666667,586.5416667,19.13666667,96.18333333,31.16666667,57.01666667,5.103333333,0.165,64.93333333,64.96666667,128.5,138.5,90,100.8,120.2,7.540165079
58,DE KALB,1999,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.225,65.35,76.05,54.61666667,35.68333333,7.766666667,586.5416667,19.13666667,96.18333333,31.16666667,57.01666667,5.103333333,0.165,64.93333333,64.96666667,128.5,138.5,135,151.2,159.2,9.98664127
59,DE KALB,1999,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.225,65.35,76.05,54.61666667,35.68333333,7.766666667,586.5416667,19.13666667,96.18333333,31.16666667,57.01666667,5.103333333,0.165,64.93333333,64.96666667,128.5,138.5,180,201.6,173.4,10.87740952
60,DE KALB,1999,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.225,65.35,76.05,54.61666667,35.68333333,7.766666667,586.5416667,19.13666667,96.18333333,31.16666667,57.01666667,5.103333333,0.165,64.93333333,64.96666667,128.5,138.5,225,252,175.9,11.03423492
61,DE KALB,2000,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.088333333,64.96666667,75.51666667,54.46666667,37.76666667,7.483333333,549.25,17.92166667,98.11666667,31.73333333,57,4.685,0.151666667,65.26666667,64.85,115.1666667,102,0,0,72,4.516571429
62,DE KALB,2000,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.088333333,64.96666667,75.51666667,54.46666667,37.76666667,7.483333333,549.25,17.92166667,98.11666667,31.73333333,57,4.685,0.151666667,65.26666667,64.85,115.1666667,102,45,50.4,95.78,6.008294603
63,DE KALB,2000,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.088333333,64.96666667,75.51666667,54.46666667,37.76666667,7.483333333,549.25,17.92166667,98.11666667,31.73333333,57,4.685,0.151666667,65.26666667,64.85,115.1666667,102,90,100.8,135.87,8.523146667
64,DE KALB,2000,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.088333333,64.96666667,75.51666667,54.46666667,37.76666667,7.483333333,549.25,17.92166667,98.11666667,31.73333333,57,4.685,0.151666667,65.26666667,64.85,115.1666667,102,135,151.2,159.44,10.00169651
65,DE KALB,2000,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.088333333,64.96666667,75.51666667,54.46666667,37.76666667,7.483333333,549.25,17.92166667,98.11666667,31.73333333,57,4.685,0.151666667,65.26666667,64.85,115.1666667,102,180,201.6,168.27,10.55560381
66,DE KALB,2000,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.088333333,64.96666667,75.51666667,54.46666667,37.76666667,7.483333333,549.25,17.92166667,98.11666667,31.73333333,57,4.685,0.151666667,65.26666667,64.85,115.1666667,102,225,252,167.62,10.51482921
67,DE KALB,2001,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.211666667,64.68333333,74.88333333,54.53333333,36.76666667,7.316666667,554.6866667,18.095,99.63333333,29.58333333,55.16666667,4.718333333,0.155,65.65,64.86666667,144.6666667,138.5,0,0,68.09,4.271296508
68,DE KALB,2001,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.211666667,64.68333333,74.88333333,54.53333333,36.76666667,7.316666667,554.6866667,18.095,99.63333333,29.58333333,55.16666667,4.718333333,0.155,65.65,64.86666667,144.6666667,138.5,45,50.4,97.93,6.143164444
69,DE KALB,2001,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.211666667,64.68333333,74.88333333,54.53333333,36.76666667,7.316666667,554.6866667,18.095,99.63333333,29.58333333,55.16666667,4.718333333,0.155,65.65,64.86666667,144.6666667,138.5,90,100.8,118.05,7.405138413
70,DE KALB,2001,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.211666667,64.68333333,74.88333333,54.53333333,36.76666667,7.316666667,554.6866667,18.095,99.63333333,29.58333333,55.16666667,4.718333333,0.155,65.65,64.86666667,144.6666667,138.5,135,151.2,132.36,8.303120635
71,DE KALB,2001,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.211666667,64.68333333,74.88333333,54.53333333,36.76666667,7.316666667,554.6866667,18.095,99.63333333,29.58333333,55.16666667,4.718333333,0.155,65.65,64.86666667,144.6666667,138.5,180,201.6,150.45,9.437752381
72,DE KALB,2001,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.211666667,64.68333333,74.88333333,54.53333333,36.76666667,7.316666667,554.6866667,18.095,99.63333333,29.58333333,55.16666667,4.718333333,0.155,65.65,64.86666667,144.6666667,138.5,225,252,140.47,8.811705397
73,DE KALB,2002,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.643333333,65.25,75.41666667,55.11666667,35.26666667,7.116666667,574.375,18.73666667,97.93333333,28.51666667,57.38333333,4.998333333,0.161666667,68.25,65.5,158.1666667,164.3333333,0,0,64,4.014429929
74,DE KALB,2002,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.643333333,65.25,75.41666667,55.11666667,35.26666667,7.116666667,574.375,18.73666667,97.93333333,28.51666667,57.38333333,4.998333333,0.161666667,68.25,65.5,158.1666667,164.3333333,45,50.4,91.29,5.726324933
75,DE KALB,2002,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.643333333,65.25,75.41666667,55.11666667,35.26666667,7.116666667,574.375,18.73666667,97.93333333,28.51666667,57.38333333,4.998333333,0.161666667,68.25,65.5,158.1666667,164.3333333,90,100.8,120.5,7.558736011
76,DE KALB,2002,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.643333333,65.25,75.41666667,55.11666667,35.26666667,7.116666667,574.375,18.73666667,97.93333333,28.51666667,57.38333333,4.998333333,0.161666667,68.25,65.5,158.1666667,164.3333333,135,151.2,129.39,8.11676019
77,DE KALB,2002,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.643333333,65.25,75.41666667,55.11666667,35.26666667,7.116666667,574.375,18.73666667,97.93333333,28.51666667,57.38333333,4.998333333,0.161666667,68.25,65.5,158.1666667,164.3333333,180,201.6,137.45,8.622406089
78,DE KALB,2002,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.643333333,65.25,75.41666667,55.11666667,35.26666667,7.116666667,574.375,18.73666667,97.93333333,28.51666667,57.38333333,4.998333333,0.161666667,68.25,65.5,158.1666667,164.3333333,225,252,149.91,9.40382416
